Post_ID,Post_Code,Owner_ID,Likes,Time_Stamp,Tags,Caption
2767656695939716127,CZosRntt9Qf,104749782,416,1644152887,"['#appalachiantrail', '#whiteblaze', '#atclassof2021', '#withguthook', '#trektheat', '#appalachiantrail2021', '#georgiatomaine', '#atnobo', '#sheexplores', '#appalachiantrailthruhike', '#backpacking', '#thruhikingwomen', '#withguthook', '#bethesunshine', '#atnobo2021', '#atnobo']","I am completely blown away.<br><br>Nevin (@nevin.baker) created this incredibly beautiful video for me using music from the absurdly talented @thorn.haze. <br><br>I can't watch it without crying because it just captures it all…<br><br>The trail, who I was during those 6 months, the feeling of being in the middle of this big adventure.<br><br>I miss it so much. To be honest, I'm not even sure I realized just how much I missed it until I watched this.<br><br>This trail is so so special to me. No matter what is next, the the AT will always feel like home.<br><br>Thank you thank you thank you to Thomas for making music that just blows me away every time. As soon as I heard this song, I knew it was special.<br><br> and thank you to Nev for Gahh just everything--the unwavering support, this video, never letting me even entertain the idea of quitting, and being the most wonderful partner. I love you so dang much. <br> .<br> .<br> .<br>.<br>#appalachiantrail #whiteblaze #atclassof2021 #withguthook #trektheat #appalachiantrail2021 #georgiatomaine #atnobo #sheexplores #appalachiantrailthruhike #backpacking #thruhikingwomen #withguthook #bethesunshine #atnobo2021 #atnobo"
2767159303257679094,CZm7Lmrl2T2,2051873406,1308,1644091116,"['#appalachiantrail2021', '#ATthruhike', '#thruhikingwomen', '#backpacking', '#hiking', '#camping', '#traillife', '#at2021', '#atclassof2021', '#atnobo2021', '#getoutside', '#getoutside', '#kellyhayshikes', '#withguthooks', '#trektheat', '#atnobo', '#whiteblaze', '#georgiatomaine', '#neverstopexploring']",We met at the halfway point on trail and then never spent more than a couple days apart from each other the rest of the way. I had no idea when I set out to thru hike the AT that I would meet my best friend and soulmate. I am so thankful for this man and all the memories we have made so far and all the memories still to be made. Life with you is so fun. I love you @james__gatens ☺️<br>.<br>.<br>.<br>.<br><br>#appalachiantrail2021 #ATthruhike #thruhikingwomen #backpacking #hiking #camping #traillife #at2021 #atclassof2021 #atnobo2021 #getoutside #getoutside #kellyhayshikes #withguthooks #trektheat #atnobo #whiteblaze #georgiatomaine #neverstopexploring
2765633307568121087,CZhgNccliT_,28944053264,96,1643909203,"['#appalachiantrail', '#gsnmp', '#atthruhike2021', '#atnobo2021', '#smokeymountains', '#hiketennessee', '#georgiatomaine', '#tennessee', '#backpacking', '#hikershike', '#backpacktennessee', '#backpackthesmokies', '#hiketennessee', '#hikeit', '#backpackgsmnp', '#smokeymountainstennessee', '#hikertrash', '#trailife', '#hikerlife', '#expensivehobos', '#naturedude', '#naturelover', '#camppileated', '#mountainwalker']","Throwback to Appalachian trail 2021 thruhike attempt, Clingmans dome Tower Great Smokey mountain national park ,still is and always will be my favorite section of the Appalachian trail....hike on<br>#appalachiantrail #gsnmp #atthruhike2021 #atnobo2021 #smokeymountains #hiketennessee #georgiatomaine #tennessee #backpacking #hikershike #backpacktennessee #backpackthesmokies #hiketennessee #hikeit #backpackgsmnp #smokeymountainstennessee #hikertrash #trailife #hikerlife #expensivehobos #naturedude #naturelover #camppileated #mountainwalker"
2763663552990642838,CZagVvis4KW,277376606,171,1643674390,"['#AppalachianTrail', '#ATThruHike', '#HikingIsHappiness', '#GoDoIt', '#Hiking', '#WomenWhoHike', '#OptOutside', '#ExploreOutdoors', '#BackPacking', '#WhiteBlaze', '#ATNOBO2021', '#NOBO', '#ThruHike', '#Hike']","""Are you glad you hiked the AT?"" I've been asked this question A LOT in the last few weeks and I'm so thankful that my answer is emphatically yes!<br><br>Sometimes I still can't believe that  my cautious self quit a stable good job to go fulfill a dream and make a big life change, but here we are! Now of course I had done years of research and preparation, but still 😂<br><br>Some of the people asking are thru hiker hopefuls, and to all of them, I say GO DO IT! It's such a wonderful experience of new people, places and things that I can never again replicate. BUT make sure you're at least a little prepared. It increases your chances of success by a lot and you'll have way more confidence and a better time. Ask past thru hikers if you have questions. They'll all love to answer them or can point you to someone who can. And, even if you can't do the whole thing, go do a section! It's more than most people will ever do! You're still a bad ass. <br><br>Also, keep your motivation in mind. People reccomend writing down your reasons for hiking so when you have a hard day, you can remind yourself easily why you're out there. I also had items from some people very close to me that I'd read/hold on hard days. A letter from @bonnieelvidge , a bag of kisses from @piercinggoblin , a few polaroids of Clay and me, and a space cat patch from @hurricanekatri . I'd get them out in my tent after a hard day and know I had people supporting me which is so important 💛<br><br>I see the people getting ready for their hikes and I'm very nostalgic, but also grateful that I took this risk and now I'm living the after life that I wanted. Being back in Rochester for the last month has been wonderful. I have so many wonderful friends that live here and have been so welcoming and supportive, there's so many things to do and I'm loving my new job and the opportunity to explore a field that I think I'll love. The trail gave me a great transition time to consider what I really wanted out of life and now I'm getting to have it 💛<br><br>#AppalachianTrail #ATThruHike #HikingIsHappiness #GoDoIt #Hiking #WomenWhoHike #OptOutside #ExploreOutdoors #BackPacking #WhiteBlaze #ATNOBO2021 #NOBO #ThruHike #Hike"
2761266341797485512,CZR_RupFNvI,1992912853,131,1643388620,"['#appalachiantrail', '#appalachian', '#appalachianmountains', '#atclassof2021', '#atclassof2022', '#hikersofinstagram', '#hikerlife', '#shawshikerhostel', '#100milewilderness', '#atnobo2021', '#atsobo2021', '#at2021', '#atthruhike']",AT class of 2021!<br>.<br>.<br>Thank you to everyone who stayed at Shaw’s! 🖤 <br>.<br>.<br>#appalachiantrail #appalachian_explorers #appalachianmountains #atclassof2021 #atclassof2022 #hikersofinstagram #hikerlife #shawshikerhostel #100milewilderness #atnobo2021 #atsobo2021 #at2021 #atthruhike
2760568145496697081,CZPghoqluj5,28944053264,125,1643305389,"['#appalachiantrail', '#katahdin', '#scotsmanontheat', '#atthruhike', '#atclassof2021', '#atnobo2021', '#atthruhike', '#backpacking', '#backpacklife', '#georgiatomaine', '#hikertrash', '#backpackkatahdin', '#hikershike', '#hikerlife', '#mountainwalker', '#camppileated', '#done', '#appalachiantrailthruhike']","Throwback to the Appalachian trail,congratulations Scotsman for summiting Katahdin yesterday January 26th finishing his Appalachian trail thruhike,we all couldn't be more proud of this young man....hike on my friend.....hike on<br>#appalachiantrail #katahdin #scotsmanontheat #atthruhike #atclassof2021 #atnobo2021 #atthruhike #backpacking #backpacklife #georgiatomaine #hikertrash #backpackkatahdin #hikershike #hikerlife #mountainwalker #camppileated #done #appalachiantrailthruhike"
2759814691446703995,CZM1Nb5lcd7,1992912853,187,1643215570,"['#appalachiantrailclassof2021', '#atnobo2021', '#atnobo21', '#appalachiantrailclassof2021', '#appalachian', '#appalachiantrail', '#athikerhostel', '#shawshikerhostel', '#getoutside', '#hikers', '#hikersofinstagram']",The end of our season got a little busy so here’s a few hikers we missed! 🥾#appalachiantrailclassof2021<br>.<br>.<br>.<br>.<br>#atnobo2021 #atnobo21 #appalachiantrailclassof2021 #appalachian_explorers #appalachiantrail #athikerhostel #shawshikerhostel #getoutside #hikers #hikersofinstagram
2759127690338743233,CZKZAQQlbPB,28944053264,69,1643133673,"['#appalachiantrail', '#atthruhike', '#snakesofinstagram', '#copperhead', '#copperheadsnake', '#snakes', '#poisonoussnakes', '#atthruhike2021', '#atnobo2021', '#backpacking', '#backpacklife', '#hiking', '#trekking', '#traillife', '#atclassof2021', '#atnobo2022', '#hikershike', '#hikertrash', '#herping', '#mountainwalker', '#expensivehobos']","Trail people Tuesday, Appalachian trail 2021 and the copperheads,plenty of venomous snakes on trail,keep a sharp eye and they will never bother you.....hike on<br>#appalachiantrail #atthruhike #snakesofinstagram #copperhead #copperheadsnake #snakes #poisonoussnakes #atthruhike2021 #atnobo2021 #backpacking #backpacklife #hiking #trekking #traillife #atclassof2021 #atnobo2022 #hikershike #hikertrash #herping #mountainwalker #expensivehobos"
2758911670640051401,CZJn4wPLgTJ,2954421330,171,1643107921,"['#hikershike', '#hikertrash', '#hikeyourownhike', '#optoutside', '#atnobo2021', '#atsobo2021', '#atclassof2021', '#appalachiantrail', '#thetrek', '#trektheat', '#thruhike']",The mountains called. <br><br>#hikershike #hikertrash #hikeyourownhike #optoutside #atnobo2021 #atsobo2021 #atclassof2021 #appalachiantrail #thetrek #trektheat #thruhike
2756194910466271943,CY_-KsKFOrH,28944053264,93,1642784058,"['#appalachiantrail', '#greatsmokeymountains', '#gsmnp', '#gsmnptrails', '#thesmokies', '#hikethesmokies', '#backpacktgesmokies', '#hikenorthcarolina', '#hiketennessee', '#atnobo2021', '#georgiatomaine', '#thruhike', '#mountainwalker', '#atclassof2021', '#appalachiantrailthruhike', '#atnobo2021', '#atnobo2022', '#fontanadam', '#hikerlife', '#traillife', '#hikertrash', '#hikershike', '#hikertrashforlife']","Flashback to the Appalachian trail 2021,Fontana dam ,gateway to the Great Smokey mountain national park.......I had never felt more at home<br>#appalachiantrail #greatsmokeymountains #gsmnp #gsmnptrails #thesmokies #hikethesmokies #backpacktgesmokies #hikenorthcarolina #hiketennessee #atnobo2021 #georgiatomaine #thruhike #mountainwalker #atclassof2021 #appalachiantrailthruhike #atnobo2021 #atnobo2022 #fontanadam #hikerlife #traillife #hikertrash #hikershike #hikertrashforlife"
